city_development_index,training_hours,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
0.926,46,city_114,Male,No relevent experience,no_enrollment,High School,,10,100-500,Pvt Ltd,>4,0
0.926,110,city_114,Male,Has relevent experience,no_enrollment,High School,,7,50-99,Pvt Ltd,>4,0
0.92,96,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,0
0.92,57,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,0
0.92,240,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,6,,,1,0
0.949,42,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,0
0.939,16,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,1
0.64,40,city_12,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,1
0.92,94,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,2,0
0.794,160,city_37,,No relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,0
0.878,25,city_173,Male,No relevent experience,Part time course,Graduate,STEM,10,oct-49,Early Stage Startup,1,0
0.516,11,city_43,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,0
0.878,29,city_173,,Has relevent experience,no_enrollment,High School,,<1,100-500,Pvt Ltd,1,0
0.698,23,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,0
0.727,113,city_142,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,oct-49,Pvt Ltd,2,0
0.754,56,city_73,,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,0
0.924,39,city_104,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,1
0.92,20,city_103,,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,0
0.92,40,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,0
0.92,56,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,0
0.555,106,city_145,,No relevent experience,Full time course,Graduate,STEM,4,,,1,0
0.926,64,city_114,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,0
0.754,51,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,0
0.855,41,city_67,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,0
0.92,150,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,0
0.579,320,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,oct-49,Pvt Ltd,1,0
0.897,20,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,never,0
0.624,9,city_21,Male,No relevent experience,Full time course,,,4,1000-4999,Pvt Ltd,1,1
0.804,74,city_102,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,0
0.624,129,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,,Public Sector,1,1
0.855,42,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,10,,,1,0
0.913,58,city_61,,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,never,0
0.92,126,city_103,Male,No relevent experience,Full time course,High School,,3,,,1,1
0.92,45,city_103,,No relevent experience,no_enrollment,High School,,4,,,1,1
0.923,166,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Pvt Ltd,>4,0
0.913,110,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,0
0.92,37,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,>20,,,1,0
0.804,95,city_102,Female,Has relevent experience,Part time course,Graduate,STEM,2,,,1,1
0.92,29,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
0.926,31,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0
0.743,97,city_116,Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,0
0.926,16,city_114,Male,No relevent experience,no_enrollment,Primary School,,3,,,never,0
0.92,14,city_103,Male,No relevent experience,no_enrollment,Primary School,,4,,,never,0
0.804,206,city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,0
0.92,204,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,oct-49,Funded Startup,1,0
0.92,116,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,0
0.804,161,city_102,,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,0
0.92,25,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
0.92,94,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,0
0.92,16,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,0
0.698,100,city_90,Male,Has relevent experience,Full time course,Masters,STEM,15,,,1,0
0.92,107,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,0
0.769,17,city_157,Male,Has relevent experience,Part time course,Masters,STEM,11,,,1,0
0.91,140,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,0
0.939,75,city_75,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,0
0.939,59,city_75,,Has relevent experience,no_enrollment,High School,,6,,,1,0
0.899,146,city_23,,Has relevent experience,no_enrollment,High School,,6,50-99,,1,0
0.865,302,city_93,,No relevent experience,no_enrollment,,,3,,,never,0
0.855,42,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,1
0.92,131,city_103,,Has relevent experience,no_enrollment,Graduate,No Major,14,,Pvt Ltd,1,0
0.698,74,city_94,,Has relevent experience,Part time course,High School,,9,,,4,0
0.91,22,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
0.804,53,city_102,,No relevent experience,no_enrollment,Graduate,STEM,3,,,never,1
0.913,143,city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,0
0.855,72,city_67,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,0
0.92,7,city_103,Male,Has relevent experience,no_enrollment,High School,,11,500-999,Pvt Ltd,1,0
0.897,182,city_136,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,0
0.915,50,city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,0
0.887,82,city_100,Male,Has relevent experience,no_enrollment,High School,,2,50-99,Public Sector,1,0
0.91,58,city_16,Male,Has relevent experience,,Graduate,STEM,2,10000+,Pvt Ltd,1,0
0.924,94,city_104,,Has relevent experience,no_enrollment,Graduate,STEM,9,oct-49,Pvt Ltd,1,0
0.624,60,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,,2,1
0.802,124,city_65,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,0
0.689,46,city_149,,No relevent experience,no_enrollment,Primary School,,2,,,2,0
0.698,57,city_152,Male,No relevent experience,Full time course,Masters,STEM,3,,NGO,2,1
0.92,17,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,0
0.92,101,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,0
0.698,31,city_150,Male,No relevent experience,no_enrollment,Primary School,,3,,Pvt Ltd,never,0
0.897,36,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.893,198,city_36,Male,Has relevent experience,Part time course,Graduate,STEM,15,,,4,0
0.91,31,city_16,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,0
0.55,12,city_11,,Has relevent experience,,Masters,STEM,9,50-99,Pvt Ltd,1,0
0.92,31,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0
0.92,26,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,,>4,1
0.92,55,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,0
0.624,8,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,>4,1
0.91,38,city_16,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,0
0.899,8,city_23,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,2,0
0.878,32,city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,1
0.776,51,city_40,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,0
0.804,22,city_102,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,0
0.926,17,city_114,Male,Has relevent experience,Full time course,High School,,7,,,1,0
0.91,24,city_16,Male,No relevent experience,,,,3,,,never,0
0.899,19,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,oct-49,Funded Startup,1,0
0.624,46,city_21,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,1
0.91,15,city_16,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,0
0.92,23,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,1
0.893,38,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
0.624,46,city_21,,No relevent experience,Full time course,Masters,STEM,4,,,never,1
0.804,214,city_102,,No relevent experience,Full time course,Graduate,Business Degree,<1,,,never,0
0.92,52,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,0
0.92,22,city_103,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,,,never,1
0.926,65,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,0
0.92,64,city_160,,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,0
0.92,86,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,0
0.887,52,city_100,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,1
0.897,21,city_136,,Has relevent experience,no_enrollment,Masters,STEM,14,,,>4,0
0.926,86,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,0
0.897,288,city_136,Male,No relevent experience,Full time course,Masters,STEM,5,,,4,1
0.91,53,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0
0.939,60,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,,1,0
0.91,178,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,18,,,>4,0
0.939,166,city_75,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,0
0.924,62,city_104,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,,,1,0
0.624,35,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,,1,0
0.92,106,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,0
0.836,58,city_138,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,0
0.698,44,city_90,Male,Has relevent experience,Full time course,Masters,,,,,,1
0.91,72,city_16,Male,Has relevent experience,,Masters,STEM,6,50-99,Funded Startup,1,0
0.92,80,city_103,,Has relevent experience,no_enrollment,High School,,18,10000+,Pvt Ltd,1,0
0.939,166,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,0
0.895,25,city_10,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,0
0.92,109,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,0
0.884,37,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,0
0.55,55,city_11,,No relevent experience,Full time course,Graduate,STEM,4,,,never,1
0.92,32,city_103,Male,No relevent experience,,,,3,,,never,0
0.89,51,city_45,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,0
0.92,84,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,0
0.926,72,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,0
0.887,47,city_100,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,1,0
0.855,47,city_67,Male,No relevent experience,Full time course,Graduate,STEM,12,,,4,0
0.754,20,city_73,Male,Has relevent experience,,High School,,6,<10,Funded Startup,2,0
0.624,198,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,1
0.92,64,city_103,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,0
0.896,23,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,1
0.884,96,city_71,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,0
0.624,306,city_21,Male,No relevent experience,no_enrollment,High School,,2,,Pvt Ltd,never,0
0.754,8,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,0
0.762,48,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,0
0.624,98,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,oct-49,Pvt Ltd,1,1
0.926,46,city_114,,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,0
0.92,53,city_103,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,1
0.92,102,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,0
0.92,76,city_160,,No relevent experience,Full time course,Graduate,STEM,4,,,1,0
0.92,43,city_103,Male,No relevent experience,no_enrollment,Primary School,,1,,,never,0
0.92,32,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,0
0.855,54,city_67,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,0
0.767,7,city_162,,Has relevent experience,Full time course,Masters,STEM,8,oct-49,Pvt Ltd,1,0
0.884,322,city_71,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,2,1
0.847,96,city_80,,Has relevent experience,no_enrollment,,,>20,500-999,,never,0
0.92,7,city_160,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,0
0.91,53,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,oct-49,Pvt Ltd,1,0
0.855,161,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,oct-49,Funded Startup,1,0
0.897,11,city_136,Male,No relevent experience,no_enrollment,Masters,STEM,8,oct-49,Pvt Ltd,1,0
0.827,6,city_41,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,0
0.624,72,city_21,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,,1,1
0.794,182,city_105,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,0
0.939,67,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,0
0.527,50,city_128,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,0
0.884,16,city_71,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,0
0.91,38,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,0
0.92,98,city_103,Other,Has relevent experience,no_enrollment,Graduate,Arts,5,oct-49,Early Stage Startup,1,0
0.698,7,city_70,Male,No relevent experience,Part time course,Graduate,STEM,4,,,2,1
0.92,88,city_160,Male,No relevent experience,Full time course,Graduate,STEM,2,,,1,0
0.884,112,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,2,0
0.766,30,city_158,Other,Has relevent experience,Full time course,Graduate,STEM,15,5000-9999,,never,1
0.738,9,city_123,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,0
0.855,36,city_67,Other,No relevent experience,Full time course,High School,,4,10000+,Pvt Ltd,1,0
0.91,24,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,4,0
0.92,28,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,0
0.878,166,city_173,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Public Sector,1,0
0.624,61,city_21,Male,Has relevent experience,Full time course,Masters,STEM,10,50-99,Pvt Ltd,2,1
0.762,24,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,0
0.91,8,city_16,Male,No relevent experience,Full time course,Graduate,STEM,10,,,1,1
0.903,133,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,1,0
0.855,143,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,0
0.878,29,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,oct-49,Pvt Ltd,>4,0
0.92,53,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,0
0.92,11,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,>4,1
0.624,7,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,0
0.762,87,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,>4,0
0.92,18,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,oct-49,Funded Startup,1,0
0.827,76,city_41,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,1000-4999,Pvt Ltd,1,1
0.624,114,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,0
0.92,56,city_103,,No relevent experience,Full time course,High School,,5,,,,0
0.91,30,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,,>4,0
0.923,80,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,0
0.776,52,city_40,Male,Has relevent experience,Full time course,Graduate,STEM,14,1000-4999,Pvt Ltd,never,0
0.624,13,city_21,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,0
0.767,42,city_162,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,never,0
0.767,56,city_162,,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,1,1
0.624,12,city_21,Male,No relevent experience,no_enrollment,Primary School,,2,,,never,1
0.836,36,city_138,Male,Has relevent experience,no_enrollment,Masters,Humanities,2,100-500,Pvt Ltd,1,0
0.926,67,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0
0.624,13,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,1
0.92,100,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Pvt Ltd,1,0
0.91,58,city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,15,10000+,Pvt Ltd,1,0
0.624,18,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,1
0.624,90,city_21,,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,1
0.64,59,city_12,,No relevent experience,no_enrollment,Masters,STEM,6,10000+,,1,0
0.804,35,city_102,,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,0
0.802,11,city_65,Male,Has relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,2,0
0.624,15,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,2,1
0.92,206,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,10,50-99,Pvt Ltd,>4,0
0.647,130,city_7,,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,0
0.92,30,city_103,,No relevent experience,,,,1,,,never,0
0.939,88,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,0
0.624,18,city_21,,No relevent experience,no_enrollment,Masters,Business Degree,<1,10000+,Pvt Ltd,1,0
0.624,41,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,8,oct-49,Pvt Ltd,1,0
0.926,16,city_114,Male,Has relevent experience,Part time course,Masters,STEM,14,10000+,Pvt Ltd,2,0
